#1-Window 2-avg_peers 3-std_peers 4-replied_queries 5-required_queries_avg_LNUMWANT 6-monitors 7-obtained_peers 8-min_peers 9-max_peers 10-sum_peer 11-required_queries_max_LNUMWANT 12-required_queries_sum_LNUMWANT 13-peers_uniques 14-required_queries_sum_avg_peers 15-obtained_monitors 16-obtained_sentinels 17-required_queries_max_avg_peers 18-required_queries_unique_peers_avg_peers 19-required_queries_avg_L200 20-required_queries_max_L200 21-required_queries_sum_L200  22-obtained_peers_avg 23-obtained_peers_std
2495 846.000000 921.906298 407 123.826075 30 51250 0 2388 15228 399.065199 3108.991002 3232 1205.035272 30 12 154.676434 216.925496 30 99 777 129.746835 55.560588
2496 835.388889 902.950665 380 121.997609 28 46997 0 2338 15037 389.720315 3066.200091 2963 1179.307727 28 12 149.892429 195.360663 30 97 766 130.547222 56.014165
2497 820.722222 892.906416 336 119.508926 28 42209 0 2324 14773 387.107560 3007.134555 3144 1130.501712 28 12 145.529158 204.020208 29 96 751 133.151420 56.446584
2498 825.722222 899.463161 507 120.337882 29 61563 0 2341 14863 390.280410 3027.260016 3208 1191.834652 29 12 153.653705 218.517201 30 97 756 127.989605 56.382399
2499 822.000000 904.463684 303 119.840436 21 37077 0 2336 14796 389.346962 3012.276688 2933 1185.935704 21 12 153.286205 197.715775 29 97 753 127.851724 59.234910
2500 819.388889 903.188004 516 119.343208 23 62460 0 2341 14749 390.280410 3001.769614 3105 1172.566256 23 12 152.453285 209.057362 29 97 750 128.254620 56.755834
2501 819.555556 901.776594 354 119.343208 23 42380 0 2339 14752 389.907005 3002.440189 2975 1191.444519 23 12 154.725002 202.474322 29 97 750 126.507463 57.090808
2502 819.833333 897.895765 418 119.343208 26 50774 0 2322 14757 386.734447 3003.557841 3042 1182.503087 26 12 152.257656 205.937424 29 96 750 127.253133 57.784958
2503 800.000000 873.691911 304 116.199236 28 38647 0 2276 14400 378.162413 2923.843355 2904 1090.986327 28 12 141.105378 185.319241 29 94 730 134.190972 57.166500
2504 790.666667 862.606386 461 114.548126 25 52417 0 2254 14232 374.069295 2886.391643 2807 1182.947395 25 12 153.307088 195.966917 28 93 721 122.184149 56.305495
2505 777.333333 847.309598 380 112.405472 26 46981 0 2223 13992 368.309018 2832.958118 2959 1124.189729 26 12 146.154372 201.258764 28 92 708 126.633423 57.269640
2506 769.388889 837.506692 454 111.089074 25 56494 0 2182 13849 360.703887 2801.159696 2939 1085.720813 25 12 139.807708 195.095159 27 90 700 129.871264 56.796487
2507 762.944444 829.043724 282 109.938590 28 35987 0 2152 13733 355.148903 2775.386853 2760 1051.282899 28 12 134.526100 177.735276 27 88 693 132.793358 57.919286
2508 762.777778 831.438750 524 109.938590 27 61336 0 2152 13730 355.148903 2774.720573 2961 1118.838941 27 12 143.205203 204.659230 27 88 693 124.413793 57.376229
2509 760.388889 829.814647 355 109.610116 22 41936 0 2160 13687 356.629419 2765.172005 2620 1114.988712 22 12 143.802185 178.505166 27 89 691 124.071006 56.980280
2510 759.444444 825.051865 509 109.445919 26 59999 0 2143 13670 353.484034 2761.397734 2904 1104.559094 26 12 141.393613 198.662227 27 88 690 125.258873 57.290927
2511 758.000000 826.293464 222 109.281747 24 27523 0 2152 13644 355.148903 2755.626138 2593 1043.797780 24 12 134.526100 165.755153 27 88 688 132.322115 58.614509
2512 757.666667 826.157639 615 109.117603 25 71566 0 2154 13638 355.518977 2754.294372 2897 1119.631859 25 12 144.519909 201.349019 27 88 688 123.389655 58.006568
2513 733.833333 807.428239 278 105.186135 23 33145 0 2105 13209 346.462957 2659.211367 2569 1080.980231 23 12 140.838600 176.042966 26 86 664 123.675373 61.447914
2514 729.666667 804.078493 490 104.532405 27 56648 0 2095 13134 344.617576 2642.616830 2606 1083.039684 27 12 141.236711 180.347574 26 86 660 122.880694 60.254530
2515 740.333333 810.013854 326 106.331212 21 39943 0 2111 13326 347.570642 2685.115834 2790 1065.522157 21 12 137.924858 188.462103 26 86 671 126.401899 59.741001
2516 738.944444 809.252705 518 106.003912 24 59180 0 2105 13301 346.462957 2679.578960 2613 1098.188098 24 12 141.993015 180.889450 26 86 669 122.525880 59.408026
2517 741.888889 815.998903 303 106.494903 23 36340 0 2116 13354 348.493974 2691.318248 2793 1076.527299 23 12 139.397590 190.198077 26 87 672 125.310345 59.700808
2518 748.055556 826.134202 531 107.641493 22 61618 0 2156 13465 355.889087 2715.917916 2887 1113.081113 22 11 145.856183 202.216887 26 88 678 122.990020 59.860866
2519 747.777778 822.325399 217 107.477614 17 27872 0 2146 13460 354.038906 2714.809428 2562 1036.186804 17 11 135.129354 164.788511 26 88 678 131.471698 59.038716
2520 757.722222 832.278453 528 109.117603 26 62604 0 2149 13639 354.593863 2754.516329 2953 1101.806532 26 12 141.837545 202.409531 27 88 688 125.458918 59.209724
2521 747.333333 825.106323 356 107.477614 21 40737 0 2134 13452 351.819920 2713.035924 2586 1139.931061 21 11 147.823496 183.307775 26 87 678 119.463343 59.918096
2522 762.611111 847.796761 530 109.938590 27 60058 0 2195 13727 363.113616 2774.054307 2824 1165.569036 27 11 152.568746 202.267275 27 90 693 119.162698 61.110144
2523 768.111111 853.640562 283 110.924641 20 33735 0 2210 13826 365.895984 2796.048014 2659 1127.438715 20 12 147.538703 181.479089 27 91 699 124.944444 61.080644
2524 769.055556 850.223073 503 111.089074 25 58723 0 2191 13843 362.371996 2799.826140 2794 1138.140707 25 12 147.305690 193.368064 27 90 699 123.888186 59.701562
2525 777.833333 854.474709 251 112.405472 26 31737 0 2208 14001 365.524884 2834.960398 2687 1073.848636 26 12 138.456395 172.488756 28 91 708 132.790795 58.969020
2526 780.444444 857.230374 496 112.899547 25 57144 0 2209 14048 365.710429 2845.418627 2900 1175.792821 25 12 151.120012 204.913858 28 91 711 121.067797 58.751484
2527 770.222222 856.464150 331 111.253533 18 39240 0 2215 13864 366.823894 2804.493814 2711 1158.881741 18 12 151.580121 190.049456 27 91 701 121.863354 59.513764
2528 771.222222 856.643162 564 111.418018 23 64614 0 2196 13882 363.299043 2808.495184 2958 1170.206326 23 12 151.374601 211.241955 27 90 702 120.548507 60.718256
2529 772.277778 858.959435 223 111.582529 18 28464 0 2202 13901 364.411800 2812.719358 2565 1073.557007 18 12 139.088473 165.004381 27 91 703 131.777778 61.287775
2530 776.055556 861.620274 566 112.240832 28 63502 0 2202 13969 364.411800 2827.841706 2964 1198.238011 28 12 154.411780 215.308962 28 91 706 118.695327 60.288548
2531 780.611111 872.595690 291 112.899547 20 34152 0 2225 14051 368.680389 2846.086281 2640 1166.428804 20 12 151.098520 182.980980 28 92 711 122.848921 61.994768
2532 778.555556 868.846440 513 112.570138 24 57585 0 2216 14014 367.009503 2837.852784 2706 1192.375119 24 12 154.205673 192.845187 28 91 709 119.223602 60.270506
2533 785.777778 869.274573 335 113.723518 27 40448 0 2232 14144 369.980471 2866.789879 2911 1146.715952 27 12 147.992188 199.197153 28 92 716 125.226006 60.232380
2534 777.555556 862.072646 499 112.405472 25 58233 0 2206 13996 365.153820 2833.848006 2854 1151.970734 25 12 148.436512 198.013482 28 91 708 123.114165 60.005811
2535 781.277778 865.774785 244 113.064290 24 28865 0 2220 14063 367.752029 2848.757023 2738 1158.031310 24 12 149.492695 189.041788 28 91 712 123.354701 60.115614
2536 790.777778 872.589031 589 114.548126 28 68441 0 2234 14234 370.352004 2886.837264 2990 1173.511083 28 11 150.549595 208.580736 28 92 721 123.987319 59.672489
2537 787.888889 867.540962 261 114.053285 19 32517 0 2230 14182 369.608974 2875.252938 2718 1105.866514 19 12 142.157298 177.402840 28 92 718 130.590361 57.030050
2538 793.333333 874.873769 438 115.043195 25 52947 0 2244 14280 372.210203 2897.088105 2937 1140.585868 25 11 146.539450 198.016930 28 93 724 127.276442 57.908150
2539 781.444444 860.843786 346 113.064290 22 41714 0 2206 14066 365.153820 2849.424740 2847 1139.769896 22 12 146.061528 194.311448 28 91 712 125.644578 59.941791
2540 775.666667 851.900229 426 112.076218 22 50648 0 2169 13962 358.295708 2826.284687 2759 1130.513875 22 12 143.318283 187.612451 28 89 706 125.366337 58.967515
2541 793.111111 873.495398 356 115.043195 21 41779 0 2235 14276 370.537783 2896.196610 2836 1186.965824 21 12 151.859747 198.230399 28 92 724 122.519062 56.635666
2542 787.555556 866.510128 497 114.053285 24 58361 0 2199 14176 363.855381 2873.916530 2746 1177.834643 24 12 149.121058 191.213846 28 90 718 122.865263 59.651927
2543 802.333333 885.383093 303 116.529759 24 37260 0 2281 14442 379.093262 2933.212426 2872 1145.786104 24 12 148.083305 191.619698 29 94 733 128.927336 60.842683
2544 797.666667 883.452633 503 115.703639 26 56600 0 2243 14358 372.024343 2914.476734 2786 1234.947769 26 12 157.637434 200.916812 28 93 728 118.658281 58.648534
2545 813.166667 892.635128 265 118.349413 28 31000 0 2290 14637 380.769342 2976.743573 2803 1200.299828 28 12 153.536025 192.499180 29 95 744 124.000000 59.118051
2546 812.277778 897.079695 472 118.183866 23 57335 0 2286 14621 380.024330 2973.169821 2849 1179.829294 23 12 150.803305 192.920589 29 95 743 126.847345 57.611079
2547 824.166667 899.983040 290 120.172042 22 35011 0 2301 14835 382.818844 3020.997591 2977 1180.077184 22 12 149.538611 199.460279 30 95 755 128.716912 59.330369
2548 823.222222 901.188817 523 120.006227 26 63688 0 2293 14818 381.328192 3017.195919 3095 1187.872409 26 12 150.129210 209.946288 30 95 754 127.376000 56.268594
2549 820.500000 899.208371 267 119.508926 24 33380 0 2285 14769 379.838099 3006.240344 2820 1165.209436 24 12 147.224069 186.292372 29 94 751 129.883268 56.748764
2550 829.166667 906.516976 564 121.001484 27 67313 0 2309 14925 384.310052 3041.130568 3084 1197.295499 27 12 151.303170 209.113668 30 96 760 127.245747 56.366678
2551 827.000000 903.111596 226 120.669635 18 29846 0 2292 14886 381.141900 3032.404941 2806 1098.697442 18 11 138.094891 173.177152 30 95 758 138.175926 55.913181
2552 826.722222 902.431641 525 120.503746 25 64600 0 2291 14881 380.955617 3031.286419 2905 1184.096257 25 11 148.810788 194.080700 30 95 757 128.429423 55.787855
2553 823.055556 898.576558 286 120.006227 22 35015 0 2286 14815 380.024330 3016.525076 3003 1178.330108 22 12 148.447004 201.406265 30 95 754 128.731618 57.521141
2554 818.833333 897.493872 449 119.177514 21 52726 0 2281 14739 379.093262 2999.534453 2838 1209.489699 21 11 152.860186 195.186807 29 94 749 124.353774 57.915499
2555 816.166667 894.521800 201 118.846200 21 26108 0 2280 14691 378.907075 2988.807568 2894 1123.611868 21 11 142.446269 185.994624 29 94 747 133.204082 57.813027
2556 809.444444 889.612789 552 117.687374 26 65044 0 2263 14570 375.743235 2961.780823 2908 1203.975944 26 12 152.741153 202.203133 29 93 740 123.189394 57.295338
2557 799.500000 878.465344 230 116.034012 24 27207 0 2237 14391 370.909370 2921.836016 2981 1187.738218 24 12 150.776167 207.879853 29 92 730 123.108597 58.142336
2558 796.000000 873.320229 533 115.538490 29 63641 0 2223 14328 368.309018 2907.787794 2888 1163.115118 29 12 147.323607 197.440044 28 92 726 125.277559 58.529013
2559 807.666667 885.096605 325 117.356503 25 39126 0 2259 14538 374.999173 2954.636608 2975 1191.385729 25 12 151.209344 205.740037 29 93 738 124.209524 56.373927
2560 798.388889 874.379217 274 115.868813 23 31042 0 2233 14371 370.166233 2917.375664 2699 1205.527134 23 12 152.961253 189.109283 28 92 729 121.733333 58.405475
2561 813.666667 894.625310 418 118.349413 29 51650 0 2273 14646 377.604009 2978.753963 3104 1163.575767 29 12 147.501566 208.982223 29 94 744 128.163772 58.331967
2562 822.722222 909.196214 434 119.840436 25 51042 0 2342 14809 390.467125 3015.183427 2999 1256.326428 25 11 162.694635 214.513885 29 97 753 120.952607 57.512023
2563 820.666667 902.365656 345 119.508926 26 42084 0 2357 14772 393.268876 3006.911000 2950 1193.218651 26 12 156.059078 200.575314 29 98 751 126.759036 57.916244
2564 815.611111 894.838045 376 118.680580 23 47140 0 2273 14681 377.604009 2986.573195 2910 1148.681998 23 12 145.232311 191.462238 29 94 746 130.220994 58.640075
2565 842.833333 930.347919 313 123.160845 25 35512 0 2412 15171 403.558209 3096.215896 3012 1323.169186 25 12 172.460773 221.079287 30 100 774 117.201320 55.394020
2566 845.888889 936.518487 474 123.659732 27 57788 0 2395 15226 400.375164 3108.542680 3176 1233.548682 27 12 158.879033 217.801785 30 100 777 126.728070 57.330457
2567 851.666667 940.742555 287 124.658143 28 33932 0 2407 15330 402.621770 3131.862356 3011 1242.802522 28 11 159.770543 205.211819 31 100 782 126.141264 58.649061
2568 850.111111 940.089646 506 124.491682 28 62574 0 2398 15302 400.936703 3125.582590 3113 1230.544327 28 11 157.849096 211.309421 31 100 781 127.963190 58.161318
2569 863.888889 956.022715 283 126.657498 26 33897 0 2444 15550 409.556309 3181.238822 3131 1262.396358 26 11 162.522345 214.361258 31 102 795 126.955056 55.874909
2570 861.666667 949.884320 419 126.324039 24 51498 0 2414 15510 403.932842 3172.256627 3117 1248.919932 24 11 159.028678 211.612451 31 100 793 127.155556 59.052335
2571 865.833333 961.623006 187 126.991050 24 21267 0 2436 15585 408.055994 3189.099931 3077 1328.791638 24 12 170.023331 220.751378 31 102 797 120.835227 58.771138
2572 865.722222 960.940674 541 126.991050 28 64786 0 2428 15583 406.556204 3188.650683 3107 1285.746243 28 11 163.933953 215.956282 31 101 797 124.588462 57.425335
2573 872.277778 966.178659 282 128.159207 28 34052 0 2450 15701 410.681889 3215.165113 3222 1265.813037 28 11 161.685783 219.581289 32 102 803 127.535581 58.207507
2574 876.666667 969.480617 418 128.827230 22 49673 0 2448 15780 410.306663 3232.926220 3047 1314.197650 22 12 166.791326 213.024751 32 102 808 123.872818 56.023163
2575 880.777778 970.192338 270 129.495619 26 33666 0 2465 15854 413.497123 3249.570382 3155 1279.358418 26 12 162.794143 214.493244 32 103 812 127.522727 54.761877
2576 878.333333 973.176015 452 129.161379 23 55989 0 2457 15810 411.995437 3239.673019 3238 1255.687217 23 12 159.688154 217.374752 32 102 809 129.904872 57.001264
2577 868.222222 952.288854 260 127.491550 24 31432 0 2417 15628 404.494855 3198.760017 3087 1279.504007 24 11 161.797942 212.690167 31 101 799 125.227092 57.852610
2578 872.555556 960.911559 477 128.159207 26 58447 0 2432 15706 407.306033 3216.288999 3268 1266.255511 26 11 160.356706 223.080939 32 101 804 127.058696 56.687423
2579 781.000000 916.485194 309 113.064290 27 38071 0 2443 14058 409.368741 2847.644189 3177 1121.119759 27 12 161.168796 216.162722 28 102 711 127.755034 56.271964
2580 788.944444 910.747707 565 114.218207 30 72522 0 2426 14201 406.181339 2879.485231 3284 1090.714103 30 12 153.856568 215.803218 28 101 719 132.339416 55.730826
2581 833.882353 919.500944 228 121.665471 24 28764 0 2417 14176 404.494855 2873.916530 3245 1080.419748 24 12 152.065735 211.345639 30 101 718 133.166667 57.912930
2582 804.388889 913.458151 403 116.860382 25 49081 0 2419 14479 404.869571 2941.468156 3124 1149.010998 25 12 158.152176 210.485485 29 101 735 128.821522 55.311427
2583 807.500000 904.669630 357 117.356503 24 46310 0 2386 14535 398.690999 2953.966910 3350 1110.513876 24 12 149.883834 218.986239 29 99 738 133.458213 55.909152
2584 805.111111 902.569720 501 117.025731 21 61487 0 2386 14492 398.690999 2944.369267 3115 1150.144245 21 12 155.738672 209.808893 29 99 736 128.097917 55.573795
2585 801.500000 893.105086 288 116.364485 22 34603 0 2350 14427 391.961154 2929.866049 3188 1162.645257 22 12 155.540141 218.720116 29 97 732 126.750916 58.029393
2586 790.000000 884.673763 487 114.548126 24 58608 0 2322 14220 386.734447 2883.718033 3023 1153.487213 24 11 154.693779 207.774080 28 96 720 125.768240 56.647259
2587 803.777778 885.149928 370 116.695058 26 45237 0 2320 14468 386.361368 2939.013552 3174 1157.091950 26 12 152.110775 215.934995 29 96 734 127.788136 56.547243
2588 804.555556 888.064951 410 116.860382 24 51664 0 2326 14482 387.480708 2942.137622 2974 1131.591393 24 12 149.031042 196.170688 29 96 735 130.136020 57.140524
2589 809.944444 889.871681 229 117.687374 22 28065 0 2327 14579 387.667295 2963.790387 3102 1148.755964 22 12 150.258641 207.213100 29 96 740 129.930556 56.599877
2590 808.055556 885.143521 476 117.521926 20 60609 0 2313 14545 385.055865 2956.199285 2961 1119.772456 20 12 145.854494 192.255640 29 96 739 132.914474 54.138177
2591 812.333333 887.624420 324 118.183866 23 41860 0 2318 14622 385.988324 2973.393170 3155 1117.816981 23 12 145.108393 204.816857 29 96 743 133.738019 54.552566
2592 809.611111 891.896365 533 117.687374 24 64219 0 2322 14573 386.734447 2962.450666 3006 1175.575661 24 12 153.466050 204.831406 29 96 740 126.664694 56.583063
2593 810.166667 889.860117 286 117.852847 27 35689 0 2325 14583 387.294130 2964.683562 3057 1140.262909 27 12 148.959281 202.292708 29 96 741 130.728938 57.537945
2594 809.333333 888.348343 518 117.687374 27 63716 0 2323 14568 386.921000 2961.334269 3121 1165.879633 27 11 152.331102 211.915522 29 96 740 127.943775 56.119573
2595 802.611111 874.950801 284 116.529759 22 35542 0 2282 14447 379.279458 2934.327955 2822 1128.587675 22 11 145.876715 185.005847 29 94 733 130.669118 56.432294
2596 798.611111 866.843196 457 115.868813 28 58036 0 2258 14375 374.813180 2918.267690 3091 1105.404428 28 11 141.974689 201.702441 28 93 729 132.502283 54.661004
2597 795.222222 869.409541 256 115.373367 21 31468 0 2262 14314 375.557207 2904.666719 2785 1152.645523 21 11 149.030638 188.084717 28 93 726 126.887097 57.029450
2598 798.833333 875.186790 579 115.868813 25 71612 0 2284 14379 379.651876 2919.159738 2892 1140.296773 25 11 148.301514 193.110863 28 94 729 128.798561 56.698677
2599 804.388889 875.409627 212 116.860382 22 28101 0 2284 14479 379.651876 2941.468156 2892 1073.528524 22 11 138.559079 180.424748 29 94 735 137.750000 54.382823
2600 802.444444 869.171906 569 116.529759 28 71411 0 2268 14444 376.673512 2933.658634 3105 1119.717036 28 11 143.768516 204.269789 29 94 733 131.270221 54.568954
2601 798.166667 864.747571 300 115.868813 20 38190 0 2245 14367 372.396073 2916.483661 2757 1104.728659 20 11 141.059118 177.519375 28 93 729 132.145329 55.457952
2602 796.111111 861.612693 523 115.538490 30 64639 0 2242 14330 371.838492 2908.233685 2976 1127.222358 30 12 144.123447 197.839844 28 92 727 129.797189 55.564256
2603 788.666667 856.031022 203 114.218207 22 26852 0 2228 14196 369.237513 2878.371420 2635 1058.224787 22 12 135.749086 163.797100 28 92 719 136.304569 57.276058
2604 773.166667 838.279140 579 111.747066 27 70341 0 2183 13917 360.889196 2816.276960 2957 1100.108187 27 11 140.972342 197.964572 27 90 704 128.359489 56.812603
2605 761.611111 827.690504 265 109.774340 19 34452 0 2153 13709 355.333935 2770.056982 2592 1033.603351 19 11 132.587289 163.210766 27 88 692 134.054475 56.602761
2606 754.888889 815.574500 577 108.625327 29 67806 0 2114 13588 348.124613 2743.198376 2890 1106.128378 29 12 140.372828 199.186268 27 87 685 124.643382 57.315446
2607 748.500000 809.881147 217 107.641493 20 28013 0 2102 13473 345.909243 2717.691573 2453 1014.064020 20 12 129.070613 153.449548 26 86 679 134.033493 56.087200
2608 745.500000 807.353857 494 107.149936 23 57877 0 2091 13419 343.879690 2705.721229 2758 1091.016625 23 12 138.661165 189.048845 26 85 676 124.199571 57.708503
2609 737.333333 799.975347 341 105.840302 22 42958 0 2082 13272 342.220008 2673.157363 2649 1020.289070 22 12 130.618324 171.059517 26 85 668 131.370031 58.489034
2610 738.111111 800.942909 525 106.003912 27 62387 0 2089 13286 343.510805 2676.257286 2796 1079.136002 27 12 138.512421 191.962076 26 85 669 124.029821 57.259351
2611 730.833333 795.385319 216 104.695797 18 26114 0 2077 13155 341.298298 2647.262439 2422 1034.086890 18 12 133.319648 158.371761 26 85 661 128.009804 58.935907
2612 741.722222 808.136389 600 106.494903 23 72380 0 2114 13351 348.124613 2690.653647 2849 1059.312460 23 12 137.056934 191.401529 26 87 672 127.429577 57.259128
2613 731.611111 800.895689 266 104.859216 19 33703 0 2098 13169 345.171090 2650.359884 2518 996.375896 19 12 129.763568 159.195049 26 86 662 133.213439 57.674241
2614 747.000000 819.659685 541 107.477614 28 63580 0 2162 13446 356.999641 2711.705859 2752 1084.682344 28 11 142.799856 187.080532 26 89 677 125.157480 57.581873
2615 746.222222 814.385764 314 107.313761 24 38111 0 2152 13432 355.148903 2708.602582 2626 1058.047884 24 12 138.730040 173.369815 26 88 677 128.319865 58.200935
2616 755.222222 825.105755 453 108.789392 25 54462 0 2158 13594 356.259235 2744.529702 2824 1080.523505 25 12 140.259541 189.526029 27 89 686 127.247664 56.876891
2617 754.722222 831.841452 251 108.625327 17 29612 0 2165 13585 357.555043 2742.532734 2531 1105.859973 17 12 144.175420 171.736167 27 89 685 124.420168 59.400647
2618 758.111111 832.172517 484 109.281747 25 58589 0 2167 13646 357.925357 2756.070072 2816 1093.678600 25 12 142.033872 190.425651 27 89 689 126.542117 57.617359
2619 762.444444 837.945386 190 109.938590 17 25271 0 2180 13724 360.333297 2773.388053 2499 1019.627961 17 11 132.475477 154.369508 27 90 693 136.600000 57.593937
2620 764.722222 840.538175 588 110.267169 26 68385 0 2184 13765 361.074514 2782.494653 2806 1131.095387 26 11 146.778258 194.296317 27 90 695 123.885870 57.489063
2621 760.833333 837.677825 270 109.610116 19 32816 0 2179 13695 360.148016 2766.948278 2588 1089.349716 19 11 141.790557 171.909418 27 90 691 127.688716 60.137944
2622 757.777778 840.867710 465 109.117603 29 55912 0 2182 13640 360.703887 2754.738288 2798 1101.895315 29 10 144.281555 190.578596 27 90 688 125.644944 59.092004
2623 759.333333 842.912609 339 109.445919 21 39915 0 2194 13668 362.928197 2760.953730 2673 1113.287794 21 11 146.342015 182.547780 27 90 690 124.345794 61.590817
2624 768.000000 855.850584 434 110.924641 28 50936 0 2225 13824 368.680389 2795.603556 2777 1164.834815 28 11 153.616829 196.855101 27 92 698 120.988124 59.271607
2625 759.555556 847.147188 310 109.445919 22 36308 0 2224 13672 368.494699 2761.841744 2575 1122.699896 22 11 149.794593 176.502949 27 92 690 123.496599 61.460277
2626 764.666667 849.866787 481 110.267169 23 56810 0 2186 13764 361.445178 2782.272511 2741 1131.005086 23 10 146.928934 189.273318 27 90 695 123.232104 59.581297
2627 769.888889 857.145579 260 111.089074 18 31018 0 2214 13858 366.638294 2803.160128 2646 1121.264051 18 11 146.655317 179.043367 27 91 700 125.578947 59.180305
2628 774.055556 861.158294 501 111.911629 23 59930 0 2222 13933 368.123346 2819.834930 2837 1127.933972 23 11 147.249338 193.549090 27 92 704 125.639413 58.060223
2629 817.058824 868.854585 295 119.011845 18 34195 0 2228 13890 369.237513 2810.273720 2695 1151.751525 18 11 151.326850 187.248482 29 92 702 122.562724 60.152871
2630 776.055556 861.759987 469 112.240832 23 54913 0 2214 13969 366.638294 2827.841706 2862 1149.529149 23 11 149.039957 198.633650 28 91 706 123.123318 59.563702
2631 773.555556 857.555260 281 111.747066 23 33985 0 2204 13924 364.782792 2817.833527 2715 1109.383278 23 11 143.615272 181.369419 27 91 704 127.284644 59.882856
2632 768.055556 846.439371 458 110.924641 25 55276 0 2177 13825 359.777481 2795.825784 2680 1100.718813 25 11 141.644677 178.757568 27 89 698 127.364055 57.884767
2633 769.055556 849.448479 252 111.089074 23 31505 0 2200 13843 364.040845 2799.826140 2711 1076.856208 23 11 140.015709 176.892186 27 91 699 130.185950 57.818848
2634 783.555556 861.455050 528 113.393853 25 62975 0 2211 14104 366.081548 2857.883602 2820 1152.372420 25 10 147.613527 193.804162 28 91 714 124.702970 58.658627
2635 778.666667 856.022910 220 112.570138 24 28677 0 2202 14016 364.411800 2838.297788 2665 1051.221403 24 11 134.967333 167.112529 28 91 709 135.268868 58.158197
2636 783.611111 864.642581 569 113.393853 27 65943 0 2217 14105 367.195121 2858.106231 2927 1171.355013 27 11 150.489803 205.348718 28 91 714 122.798883 57.816287
2637 780.777778 863.050697 268 112.899547 24 32102 0 2219 14054 367.566384 2846.753947 2623 1103.393003 24 11 142.467591 171.806098 28 91 711 129.443548 59.753702
2638 782.111111 861.280628 406 113.229059 28 50395 0 2200 14078 364.040845 2852.095738 2813 1105.463464 28 11 141.101103 185.775758 28 91 713 129.884021 59.074428
2639 785.111111 863.983532 309 113.723518 22 35566 0 2206 14132 365.153820 2864.117758 2763 1203.410823 22 11 153.425975 197.391249 28 91 716 119.750842 57.850136
2640 786.944444 867.772786 535 113.888389 25 63566 0 2224 14165 368.494699 2871.466580 2944 1167.262837 25 11 149.794593 205.000772 28 92 717 123.429126 59.148360
2641 783.277778 865.804110 262 113.393853 20 32317 0 2210 14099 365.895984 2856.770477 2642 1124.712786 20 10 144.053537 175.925920 28 91 714 127.232283 58.622216
2642 799.055556 885.401508 476 116.034012 25 55971 0 2268 14383 376.673512 2920.051808 2939 1177.440245 25 11 151.884481 202.961899 29 94 730 124.657016 59.589075
2643 800.888889 881.121879 232 116.199236 23 28474 0 2267 14416 376.487439 2927.412237 2687 1161.671522 23 11 149.399777 180.702506 29 94 731 126.551111 57.071093
2644 801.444444 884.071781 401 116.364485 21 49660 0 2249 14426 373.139638 2929.642968 2838 1144.391784 21 10 145.757671 189.087220 29 93 732 128.320413 58.113901
2645 813.388889 890.003130 362 118.349413 24 44569 0 2300 14641 382.632482 2977.637066 2940 1172.298057 24 11 150.642710 198.242825 29 95 744 127.704871 58.566902
2646 814.722222 894.465378 500 118.514984 26 59808 0 2274 14665 377.790135 2982.998482 3050 1193.199393 26 11 151.116054 209.846746 29 94 745 125.647059 57.260622
2647 821.222222 903.152968 224 119.674669 19 28980 0 2295 14782 381.700803 3009.146608 2744 1122.815899 19 11 142.425673 173.948505 29 95 752 134.166667 57.164075
2648 825.055556 904.412546 463 120.337882 28 57931 0 2309 14851 384.310052 3024.575990 3084 1154.418317 28 11 146.683226 202.728518 30 96 756 131.661364 55.662754
2649 825.055556 903.748826 251 120.337882 24 31396 0 2301 14851 382.818844 3024.575990 2853 1137.058643 24 11 143.916859 183.053569 30 95 756 133.600000 60.393546
2650 823.000000 898.892899 589 120.006227 28 71387 0 2288 14814 380.396818 3016.301465 2945 1178.242760 28 11 148.592507 197.067655 30 95 754 128.625225 54.936000
2651 807.888889 883.728584 176 117.356503 24 23030 0 2269 14542 376.859594 2955.529558 2762 1094.640577 24 11 139.577627 173.926352 29 94 738 135.470588 59.848453
2652 805.444444 883.881982 518 117.025731 27 64580 0 2253 14498 373.883346 2945.708320 2884 1150.667312 27 11 146.048182 192.514267 29 93 736 128.134921 56.822175
2653 818.388889 896.892607 268 119.177514 22 33349 0 2286 14731 380.024330 2997.746421 3015 1152.979393 22 11 146.163204 199.192622 29 95 749 130.780392 57.676573
2654 817.166667 894.950542 535 119.011845 24 65939 0 2289 14709 380.583076 2992.829783 2908 1178.279442 24 11 149.835857 195.834530 29 95 748 127.541586 56.655878
2655 823.944444 901.442392 245 120.006227 25 31499 0 2295 14831 381.700803 3020.103044 3024 1118.556683 25 11 141.370668 192.454455 30 95 755 135.188841 56.062568
2656 825.555556 906.740881 442 120.337882 23 53304 0 2319 14860 386.174842 3026.588992 3098 1191.570469 23 11 152.037339 210.173420 30 96 756 127.521531 56.115233
2657 825.055556 905.950359 271 120.337882 22 33934 0 2320 14851 386.361368 3024.575990 2907 1181.474996 22 11 150.922410 194.229946 30 96 756 128.537879 54.859380
2658 832.666667 913.898912 585 121.499438 25 73712 0 2323 14988 386.921000 3055.230114 2960 1157.284134 25 10 146.560985 192.183138 30 96 763 132.100358 56.405921
2659 835.888889 920.336164 166 121.997609 21 22615 0 2357 15046 393.268876 3068.215332 2955 1119.786618 21 11 143.528787 184.819910 30 98 767 137.896341 58.277053
