#cdf		#count	#accum	#count	#total
0.119210	1	5840	5840	48989
0.216089	2	10586	2373	48989
0.289330	3	14174	1196	48989
0.348935	4	17094	730	48989
0.395374	5	19369	455	48989
0.431872	6	21157	298	48989
0.466452	7	22851	242	48989
0.499275	8	24459	201	48989
0.519668	9	25458	111	48989
0.540897	10	26498	104	48989
0.556166	11	27246	68	48989
0.573802	12	28110	72	48989
0.588397	13	28825	55	48989
0.602972	14	29539	51	48989
0.617057	15	30229	46	48989
0.632081	16	30965	46	48989
0.640756	17	31390	25	48989
0.650309	18	31858	26	48989
0.658842	19	32276	22	48989
0.664557	20	32556	14	48989
0.672702	21	32955	19	48989
0.681235	22	33373	19	48989
0.688746	23	33741	16	48989
0.697075	24	34149	17	48989
0.703199	25	34449	12	48989
0.710098	26	34787	13	48989
0.716161	27	35084	11	48989
0.720733	28	35308	8	48989
0.725469	29	35540	8	48989
0.729143	30	35720	6	48989
0.736104	31	36061	11	48989
0.740023	32	36253	6	48989
0.742718	33	36385	4	48989
0.744106	34	36453	2	48989
0.748392	35	36663	6	48989
0.752067	36	36843	5	48989
0.753577	37	36917	2	48989
0.761334	38	37297	10	48989
0.766111	39	37531	6	48989
0.768560	40	37651	3	48989
0.771071	41	37774	3	48989
0.775358	42	37984	5	48989
0.777113	43	38070	2	48989
0.779869	45	38205	3	48989
0.782686	46	38343	3	48989
0.787483	47	38578	5	48989
0.792382	48	38818	5	48989
0.794382	49	38916	2	48989
0.795423	51	38967	1	48989
0.797546	52	39071	2	48989
0.800792	53	39230	3	48989
0.802997	54	39338	2	48989
0.809733	55	39668	6	48989
0.812019	56	39780	2	48989
0.815510	57	39951	3	48989
0.817877	58	40067	2	48989
0.820286	59	40185	2	48989
0.824022	61	40368	3	48989
0.826553	62	40492	2	48989
0.827859	64	40556	1	48989
0.831840	65	40751	3	48989
0.834616	68	40887	2	48989
0.837433	69	41025	2	48989
0.841720	70	41235	3	48989
0.843210	73	41308	1	48989
0.844741	75	41383	1	48989
0.846292	76	41459	1	48989
0.847864	77	41536	1	48989
0.849476	79	41615	1	48989
0.852742	80	41775	2	48989
0.854416	82	41857	1	48989
0.856131	84	41941	1	48989
0.857866	85	42026	1	48989
0.859622	86	42112	1	48989
0.861418	88	42200	1	48989
0.865092	90	42380	2	48989
0.866991	93	42473	1	48989
0.868991	98	42571	1	48989
0.873033	99	42769	2	48989
0.875074	100	42869	1	48989
0.879197	101	43071	2	48989
0.881279	102	43173	1	48989
0.883402	104	43277	1	48989
0.885546	105	43382	1	48989
0.887750	108	43490	1	48989
0.890016	111	43601	1	48989
0.892323	113	43714	1	48989
0.894772	120	43834	1	48989
0.897283	123	43957	1	48989
0.899814	124	44081	1	48989
0.902570	135	44216	1	48989
0.905550	146	44362	1	48989
0.908571	148	44510	1	48989
0.911797	158	44668	1	48989
0.918410	162	44992	2	48989
0.925065	163	45318	2	48989
0.928433	165	45483	1	48989
0.931842	167	45650	1	48989
0.935353	172	45822	1	48989
0.939374	197	46019	1	48989
0.943783	216	46235	1	48989
0.948254	219	46454	1	48989
0.952785	222	46676	1	48989
0.957725	242	46918	1	48989
0.962910	254	47172	1	48989
0.968156	257	47429	1	48989
0.973586	266	47695	1	48989
0.979526	291	47986	1	48989
0.985793	307	48293	1	48989
0.992631	335	48628	1	48989
1.000000	361	48989	1	48989
