#cdf		#length	#accum	#count	#total
0.182278	1	5334	5334	29263
0.270956	2	7929	2595	29263
0.364932	3	10679	2750	29263
0.429450	4	12567	1888	29263
0.475378	5	13911	1344	29263
0.513379	6	15023	1112	29263
0.546800	7	16001	978	29263
0.575163	8	16831	830	29263
0.603014	9	17646	815	29263
0.624850	10	18285	639	29263
0.645252	11	18882	597	29263
0.664559	12	19447	565	29263
0.681851	13	19953	506	29263
0.697912	14	20423	470	29263
0.713016	15	20865	442	29263
0.727232	16	21281	416	29263
0.740081	17	21657	376	29263
0.752179	18	22011	354	29263
0.763729	19	22349	338	29263
0.773810	20	22644	295	29263
0.783173	21	22918	274	29263
0.791990	22	23176	258	29263
0.801387	23	23451	275	29263
0.808666	24	23664	213	29263
0.817209	25	23914	250	29263
0.824796	26	24136	222	29263
0.832587	27	24364	228	29263
0.840139	28	24585	221	29263
0.846017	29	24757	172	29263
0.852032	30	24933	176	29263
0.858080	31	25110	177	29263
0.863104	32	25257	147	29263
0.867478	33	25385	128	29263
0.873116	34	25550	165	29263
0.878003	35	25693	143	29263
0.882445	36	25823	130	29263
0.886512	37	25942	119	29263
0.890886	38	26070	128	29263
0.895158	39	26195	125	29263
0.899156	40	26312	117	29263
0.902437	41	26408	96	29263
0.905956	42	26511	103	29263
0.909544	43	26616	105	29263
0.912757	44	26710	94	29263
0.915798	45	26799	89	29263
0.918703	46	26884	85	29263
0.922086	47	26983	99	29263
0.924717	48	27060	77	29263
0.927827	49	27151	91	29263
0.930151	50	27219	68	29263
0.932201	51	27279	60	29263
0.934456	52	27345	66	29263
0.937019	53	27420	75	29263
0.939309	54	27487	67	29263
0.941291	55	27545	58	29263
0.943512	56	27610	65	29263
0.945392	57	27665	55	29263
0.947169	58	27717	52	29263
0.948604	59	27759	42	29263
0.950142	60	27804	45	29263
0.951850	61	27854	50	29263
0.953832	62	27912	58	29263
0.955029	63	27947	35	29263
0.956361	64	27986	39	29263
0.957762	65	28027	41	29263
0.959266	66	28071	44	29263
0.960530	67	28108	37	29263
0.961761	68	28144	36	29263
0.962820	69	28175	31	29263
0.963606	70	28198	23	29263
0.964802	71	28233	35	29263
0.966101	72	28271	38	29263
0.967160	73	28302	31	29263
0.968048	74	28328	26	29263
0.969074	75	28358	30	29263
0.969894	76	28382	24	29263
0.970646	77	28404	22	29263
0.971432	78	28427	23	29263
0.972149	79	28448	21	29263
0.972935	80	28471	23	29263
0.973516	81	28488	17	29263
0.974405	82	28514	26	29263
0.975156	83	28536	22	29263
0.975840	84	28556	20	29263
0.976352	85	28571	15	29263
0.976899	86	28587	16	29263
0.977309	87	28599	12	29263
0.978027	88	28620	21	29263
0.978539	89	28635	15	29263
0.979257	90	28656	21	29263
0.979872	91	28674	18	29263
0.980316	92	28687	13	29263
0.980897	93	28704	17	29263
0.981478	94	28721	17	29263
0.981854	95	28732	11	29263
0.982401	96	28748	16	29263
0.982879	97	28762	14	29263
0.983324	98	28775	13	29263
0.983768	99	28788	13	29263
0.984315	100	28804	16	29263
0.984554	101	28811	7	29263
0.984964	102	28823	12	29263
0.985306	103	28833	10	29263
0.985682	104	28844	11	29263
0.986023	105	28854	10	29263
0.986399	106	28865	11	29263
0.986741	107	28875	10	29263
0.987083	108	28885	10	29263
0.987493	109	28897	12	29263
0.987766	110	28905	8	29263
0.988005	111	28912	7	29263
0.988313	112	28921	9	29263
0.988484	113	28926	5	29263
0.988791	114	28935	9	29263
0.989167	115	28946	11	29263
0.989577	116	28958	12	29263
0.989885	117	28967	9	29263
0.990158	118	28975	8	29263
0.990432	119	28983	8	29263
0.990739	120	28992	9	29263
0.991081	121	29002	10	29263
0.991320	122	29009	7	29263
0.991457	123	29013	4	29263
0.991730	124	29021	8	29263
0.991901	125	29026	5	29263
0.992038	126	29030	4	29263
0.992277	127	29037	7	29263
0.992482	128	29043	6	29263
0.992721	129	29050	7	29263
0.992926	130	29056	6	29263
0.993063	131	29060	4	29263
0.993165	132	29063	3	29263
0.993336	133	29068	5	29263
0.993507	134	29073	5	29263
0.993576	135	29075	2	29263
0.993746	136	29080	5	29263
0.993849	137	29083	3	29263
0.993951	138	29086	3	29263
0.993986	139	29087	1	29263
0.994191	140	29093	6	29263
0.994396	141	29099	6	29263
0.994601	142	29105	6	29263
0.994635	143	29106	1	29263
0.994737	144	29109	3	29263
0.994908	145	29114	5	29263
0.995147	146	29121	7	29263
0.995284	147	29125	4	29263
0.995352	148	29127	2	29263
0.995387	149	29128	1	29263
0.995523	150	29132	4	29263
0.995558	151	29133	1	29263
0.995626	152	29135	2	29263
0.995694	153	29137	2	29263
0.995797	154	29140	3	29263
0.995899	155	29143	3	29263
0.995933	156	29144	1	29263
0.996036	157	29147	3	29263
0.996173	158	29151	4	29263
0.996241	159	29153	2	29263
0.996446	160	29159	6	29263
0.996514	161	29161	2	29263
0.996617	162	29164	3	29263
0.996685	163	29166	2	29263
0.996754	164	29168	2	29263
0.996890	165	29172	4	29263
0.996924	166	29173	1	29263
0.997027	167	29176	3	29263
0.997095	168	29178	2	29263
0.997164	169	29180	2	29263
0.997266	171	29183	3	29263
0.997403	172	29187	4	29263
0.997437	174	29188	1	29263
0.997608	175	29193	5	29263
0.997642	176	29194	1	29263
0.997676	177	29195	1	29263
0.997710	178	29196	1	29263
0.997745	179	29197	1	29263
0.997813	180	29199	2	29263
0.997847	181	29200	1	29263
0.997881	183	29201	1	29263
0.997915	184	29202	1	29263
0.997984	185	29204	2	29263
0.998052	186	29206	2	29263
0.998086	187	29207	1	29263
0.998257	189	29212	5	29263
